Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
9,1988,1B,Ricky Jordan,23,69,281,273,41,84,15,1,11,43,1,1,7,39,0.308,0.324,0.491,0.815,131,134,5,0,0,1,2,Right,No
10,1988,CF,Bob Dernier,31,68,179,166,19,48,3,1,1,10,13,6,9,19,0.289,0.33,0.337,0.667,92,56,2,1,3,0,0,Right,No
11,1988,RF,Mike Young,28,75,175,146,13,33,14,0,1,14,0,0,26,43,0.226,0.343,0.342,0.685,97,50,1,1,0,2,1,Right,Yes
12,1988,C,Darren Daulton,26,58,163,144,13,30,6,0,1,12,2,1,17,26,0.208,0.288,0.271,0.559,61,39,2,0,0,2,1,Left,No
13,1988,UT,Greg Gross,35,98,151,133,10,27,1,0,0,5,0,0,16,3,0.203,0.291,0.211,0.502,46,28,3,1,0,1,1,Left,No
14,1988,RF,Ron Jones,24,33,129,124,15,36,6,1,8,26,0,0,2,14,0.29,0.295,0.548,0.843,137,68,2,0,0,3,0,Left,No
15,1988,SS,Luis Aguayo,29,49,111,97,9,24,3,0,3,5,2,0,13,17,0.247,0.336,0.371,0.707,103,36,2,0,1,0,2,Right,No
16,1988,IF,Jackie Gutiérrez,28,33,82,77,8,19,4,0,0,9,0,0,2,9,0.247,0.259,0.299,0.558,60,23,2,0,1,2,0,Right,No
17,1988,2B,Tommy Barrett,28,36,63,54,5,11,1,0,0,3,0,0,7,8,0.204,0.306,0.222,0.529,54,12,1,1,1,0,0,Right,Yes
18,1988,C,John Russell,27,22,53,49,5,12,1,0,2,4,0,0,3,15,0.245,0.302,0.388,0.69,97,19,2,1,0,0,0,Right,No
19,1988,UT,Keith Miller,25,47,53,48,4,8,3,0,0,6,0,0,5,13,0.167,0.245,0.229,0.474,37,11,0,0,0,0,0,Right,Yes
20,1988,IF,Shane Turner,25,18,40,35,1,6,0,0,0,1,0,0,5,9,0.171,0.275,0.171,0.446,31,6,1,0,0,0,0,Left,No
21,1988,IF,Bill Almon,35,20,31,26,1,3,2,0,0,1,0,0,3,11,0.115,0.207,0.192,0.399,15,5,0,0,2,0,0,Right,No
22,1988,C,Al Pardo,25,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
23,1988,P,Kevin Gross,27,33,86,75,6,13,1,0,0,2,0,0,2,28,0.173,0.205,0.187,0.392,13,14,2,1,8,0,0,Right,No
24,1988,P,Don Carman,28,36,71,63,1,3,0,0,0,0,0,0,0,19,0.048,0.048,0.048,0.095,-73,3,1,0,8,0,0,Left,No
25,1988,P,Shane Rawley,32,32,69,57,0,6,2,0,0,1,0,0,1,19,0.105,0.121,0.14,0.261,-25,8,1,0,11,0,0,Right,No
26,1988,P,David Palmer,30,22,48,39,6,10,4,0,2,6,0,0,0,4,0.256,0.256,0.513,0.769,116,20,1,0,9,0,0,Right,No
27,1988,P,Bruce Ruffin,24,55,36,33,3,4,0,0,0,0,0,0,3,15,0.121,0.194,0.121,0.316,-7,4,0,0,0,0,0,Right,Yes
28,1988,P,Mike Maddux,26,26,26,23,1,3,1,0,0,3,0,0,1,8,0.13,0.167,0.174,0.341,-2,4,0,0,2,0,0,Left,No
29,1988,P,Marvin Freeman,25,11,17,14,1,3,0,0,0,0,0,0,0,9,0.214,0.214,0.214,0.429,23,3,0,0,3,0,0,Right,No
30,1988,P,Greg Harris,32,66,10,9,2,3,0,1,0,0,0,0,0,2,0.333,0.333,0.556,0.889,151,5,0,0,1,0,0,Right,Yes
31,1988,P,Bob Sebra,26,3,5,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1988,P,Alex Madrid,25,5,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1988,P,Danny Clay,26,17,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
34,1988,P,Steve Bedrosian,30,57,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1988,P,Kent Tekulve,41,70,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1988,P,Scott Service,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1988,P,Brad Moore,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,1988,P,Wally Ritchie,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
39,1988,P,Bill Scherrer,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
40,1988,P,Jeff Calhoun,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
41,1988,P,Salomé Barojas,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1988,P,Todd Frohwirth,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,1988,P,Bill Dawley,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1987,C,Lance Parrish,31,130,518,466,42,114,21,0,17,67,0,1,47,104,0.245,0.313,0.399,0.712,85,186,23,1,1,3,2,Right,No
2,1987,1B,Von Hayes,28,158,681,556,84,154,36,5,21,84,16,7,121,77,0.277,0.404,0.473,0.877,129,263,12,0,0,4,12,Left,No
3,1987,2B,Juan Samuel,26,160,726,655,113,178,37,15,28,100,35,15,60,162,0.272,0.335,0.502,0.837,116,329,12,5,0,6,5,Right,No
4,1987,SS,Steve Jeltz,28,114,337,293,37,68,9,6,0,12,1,2,39,54,0.232,0.324,0.304,0.628,66,89,13,1,4,0,4,Right,Yes
5,1987,3B,Mike Schmidt,37,147,613,522,88,153,28,0,35,113,2,1,83,80,0.293,0.388,0.548,0.936,142,286,17,2,0,6,15,Right,No
6,1987,LF,Chris James,24,115,391,358,48,105,20,6,17,54,3,1,27,67,0.293,0.344,0.525,0.869,124,188,4,2,1,3,0,Right,No
7,1987,CF,Milt Thompson,28,150,575,527,86,159,26,9,7,43,46,10,42,87,0.302,0.351,0.425,0.776,103,224,5,0,3,3,2,Left,No
8,1987,RF,Glenn Wilson,28,154,614,569,55,150,21,2,14,54,3,6,38,82,0.264,0.308,0.381,0.689,80,217,18,1,0,6,2,Right,No
9,1987,SS,Luis Aguayo,28,94,234,209,25,43,9,1,12,21,0,0,15,56,0.206,0.273,0.431,0.703,81,90,5,5,3,2,1,Right,No
10,1987,CI,Rick Schu,25,92,219,196,24,46,6,3,7,23,0,2,20,36,0.235,0.311,0.403,0.714,86,79,1,2,0,1,1,Right,No
11,1987,LF,Greg Gross,34,114,163,133,14,38,4,1,1,12,0,0,25,12,0.286,0.395,0.353,0.748,99,47,2,1,1,3,4,Left,No
12,1987,C,Darren Daulton,25,53,150,129,10,25,6,0,3,13,0,0,16,37,0.194,0.281,0.31,0.591,55,40,0,0,4,1,1,Left,No
13,1987,LF,Jeff Stone,26,66,136,125,19,32,7,1,1,16,3,1,8,38,0.256,0.316,0.352,0.668,75,44,2,3,0,0,0,Left,No
14,1987,LF,Mike Easler,36,33,117,110,7,31,4,0,1,10,0,1,6,20,0.282,0.316,0.345,0.662,74,38,1,0,0,1,0,Left,No
15,1987,OF,Ron Roenicke,30,63,92,78,9,13,3,1,1,4,1,0,14,15,0.167,0.293,0.269,0.563,49,21,2,0,0,0,1,Right,Yes
16,1987,OF,Keith Hughes,23,37,84,76,8,20,2,0,0,10,0,0,7,11,0.263,0.333,0.289,0.623,65,22,1,1,0,0,0,Left,No
17,1987,UT,John Russell,26,24,65,62,5,9,1,0,3,8,0,1,3,17,0.145,0.185,0.306,0.491,26,19,4,0,0,0,0,Right,No
18,1987,SS,Ken Dowell,26,15,42,39,4,5,0,0,0,1,0,0,2,5,0.128,0.171,0.128,0.299,-20,5,1,0,1,0,0,Right,No
19,1987,SS,Ken Jackson,23,8,18,16,1,4,2,0,0,2,0,0,1,4,0.25,0.333,0.375,0.708,86,6,0,1,0,0,1,Right,No
20,1987,UT,Greg Jelks,25,10,14,11,2,1,1,0,0,0,0,0,3,4,0.091,0.286,0.182,0.468,26,2,0,0,0,0,0,Right,No
21,1987,IF,Greg Legg,27,3,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1987,P,Shane Rawley,31,37,93,79,5,12,1,1,0,4,1,0,1,31,0.152,0.16,0.19,0.35,-8,15,1,0,12,1,0,Right,No
23,1987,P,Bruce Ruffin,23,35,81,73,3,4,1,0,0,3,0,0,2,39,0.055,0.08,0.068,0.148,-61,5,3,0,6,0,0,Right,Yes
24,1987,P,Kevin Gross,26,34,73,63,4,12,1,0,1,4,0,0,2,25,0.19,0.215,0.254,0.469,23,16,2,0,8,0,0,Right,No
25,1987,P,Don Carman,27,35,73,61,2,5,0,0,0,4,0,1,2,23,0.082,0.111,0.082,0.193,-48,5,2,0,10,0,0,Left,No
26,1987,P,Michael Jackson,22,55,21,17,2,2,0,0,0,0,0,0,1,3,0.118,0.167,0.118,0.284,-24,2,0,0,3,0,0,Right,No
27,1987,P,Tom Hume,34,38,15,15,1,3,1,0,0,0,0,0,0,4,0.2,0.2,0.267,0.467,21,4,1,0,0,0,0,Right,No
28,1987,P,Dan Schatzeder,32,26,13,12,1,2,0,0,0,0,0,0,1,6,0.167,0.231,0.167,0.397,7,2,1,0,0,0,0,Left,No
29,1987,P,Freddie Toliver,26,10,7,5,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
30,1987,P,Steve Bedrosian,29,65,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,1987,P,Wally Ritchie,21,49,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,32,1,0,0,0,0,0,Left,No
32,1987,P,Mike Maddux,25,7,4,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
33,1987,P,Joe Cowley,28,5,3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,154,2,0,0,0,0,0,Right,No
34,1987,P,Kent Tekulve,40,90,3,1,1,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,46,0,0,0,1,0,0,Right,No
35,1987,P,Doug Bair,37,11,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
36,1987,P,Todd Frohwirth,24,10,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
37,1987,P,Jeff Calhoun,29,42,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
38,1987,P,Tom Newell,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1986,C,John Russell,25,93,348,315,35,76,21,2,13,60,0,1,25,103,0.241,0.3,0.444,0.744,101,140,6,3,1,4,2,Right,No
2,1986,1B,Von Hayes,27,158,690,610,107,186,46,2,19,98,24,12,74,77,0.305,0.379,0.48,0.859,133,293,14,1,1,4,9,Left,No
3,1986,2B,Juan Samuel,25,145,633,591,90,157,36,12,16,78,42,14,26,142,0.266,0.302,0.448,0.751,102,265,8,8,1,7,3,Right,No
4,1986,SS,Steve Jeltz,27,145,510,439,44,96,11,4,0,36,6,3,65,97,0.219,0.32,0.262,0.581,61,115,9,1,3,2,9,Right,Yes
5,1986,3B,Mike Schmidt,36,160,657,552,97,160,29,1,37,119,1,2,89,84,0.29,0.39,0.547,0.937,153,302,8,7,0,9,25,Right,No
6,1986,LF,Gary Redus,29,90,392,340,62,84,22,4,11,33,25,7,47,78,0.247,0.343,0.432,0.775,110,147,2,3,1,1,4,Right,No
7,1986,CF,Milt Thompson,27,96,332,299,38,75,7,1,6,23,19,4,26,62,0.251,0.311,0.341,0.652,78,102,4,1,4,2,1,Left,No
8,1986,RF,Glenn Wilson,27,155,639,584,70,158,30,4,15,84,5,1,42,91,0.271,0.319,0.413,0.732,99,241,15,4,0,9,1,Right,No
9,1986,CF,Ron Roenicke,29,102,343,275,42,68,13,1,5,42,2,2,61,52,0.247,0.381,0.356,0.737,103,98,4,0,4,3,4,Right,Yes
10,1986,OF,Jeff Stone,25,82,275,249,32,69,6,4,6,19,19,6,20,52,0.277,0.341,0.406,0.746,103,101,3,4,2,0,0,Left,No
11,1986,3B,Rick Schu,24,92,233,208,32,57,10,1,8,25,2,2,18,44,0.274,0.335,0.447,0.782,112,93,1,2,3,2,1,Right,No
12,1986,C,Darren Daulton,24,49,181,138,18,31,4,0,8,21,2,3,38,41,0.225,0.391,0.428,0.819,124,59,1,1,2,2,3,Left,No
13,1986,MI,Luis Aguayo,27,62,146,133,17,28,6,1,4,13,1,1,8,26,0.211,0.267,0.361,0.628,70,48,3,3,0,2,0,Right,No
14,1986,C,Ronn Reynolds,27,43,132,126,8,27,4,0,3,10,0,0,5,30,0.214,0.242,0.317,0.56,52,40,4,0,0,1,0,Right,No
15,1986,UT,Greg Gross,33,87,125,101,11,25,5,0,0,8,1,0,21,11,0.248,0.379,0.297,0.676,87,30,4,1,1,1,7,Left,No
16,1986,SS,Tom Foley,26,39,72,61,8,18,2,1,0,5,2,0,10,11,0.295,0.389,0.361,0.75,106,22,1,0,0,1,1,Left,No
17,1986,OF,Chris James,23,16,48,46,5,13,3,0,1,5,0,0,1,13,0.283,0.298,0.413,0.711,92,19,1,0,1,0,0,Right,No
18,1986,RF,Joe Lefebvre,30,14,21,18,0,2,0,0,0,0,0,0,3,5,0.111,0.238,0.111,0.349,-1,2,3,0,0,0,0,Left,No
19,1986,MI,Greg Legg,26,11,20,20,2,9,1,0,0,1,0,0,0,3,0.45,0.45,0.5,0.95,159,10,0,0,0,0,0,Right,No
20,1986,CF,Garry Maddox,36,6,9,7,1,3,0,0,0,1,0,1,2,1,0.429,0.556,0.429,0.984,173,3,0,0,0,0,0,Right,No
21,1986,1B,Francisco Melendez,22,9,8,8,0,2,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,37,2,0,0,0,0,0,Left,No
22,1986,P,Kevin Gross,25,37,90,80,6,15,4,1,1,5,1,0,1,22,0.188,0.198,0.3,0.498,34,24,1,0,9,0,0,Right,No
23,1986,P,Shane Rawley,30,23,64,52,5,9,2,0,0,1,0,0,1,18,0.173,0.185,0.212,0.397,8,11,2,0,10,1,0,Right,No
24,1986,P,Bruce Ruffin,22,21,56,55,2,4,1,0,0,2,0,0,0,32,0.073,0.073,0.091,0.164,-56,5,2,0,1,0,0,Right,Yes
25,1986,P,Charles Hudson,27,36,51,43,2,2,0,0,0,0,0,0,1,19,0.047,0.068,0.047,0.115,-68,2,0,0,7,0,0,Right,Yes
26,1986,P,Steve Carlton,41,16,36,34,3,7,1,0,0,5,0,0,1,4,0.206,0.229,0.235,0.464,27,8,2,0,1,0,0,Left,No
27,1986,P,Don Carman,26,50,33,31,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Left,No
28,1986,P,Mike Maddux,24,16,27,22,0,1,0,0,0,1,0,0,1,7,0.045,0.087,0.045,0.132,-63,1,0,0,4,0,0,Left,No
29,1986,P,Tom Hume,33,48,16,11,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,5,0,0,Right,No
30,1986,P,Freddie Toliver,25,5,8,6,0,0,0,0,0,0,1,0,1,1,0.0,0.25,0.0,0.25,-25,0,0,1,0,0,0,Right,No
31,1986,P,Marvin Freeman,23,3,7,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
32,1986,P,Steve Bedrosian,28,68,6,5,0,1,0,0,0,0,0,0,1,1,0.2,0.333,0.2,0.533,49,1,0,0,0,0,0,Right,No
33,1986,P,Kent Tekulve,39,73,6,5,1,0,0,0,0,0,0,0,1,1,0.0,0.167,0.0,0.167,-50,0,0,0,0,0,0,Right,No
34,1986,P,Dan Schatzeder,31,25,5,5,0,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6,60,2,0,0,0,0,0,Left,No
35,1986,P,Jeff Bittiger,24,3,4,3,1,1,0,0,1,1,0,0,0,1,0.333,0.333,1.333,1.667,333,4,0,0,1,0,0,Right,No
36,1986,P,Randy Lerch,31,4,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0,166,2,0,0,0,0,0,Left,No
37,1986,P,Larry Andersen,33,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
38,1986,P,Tom Gorman,28,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,1986,P,Dave Rucker,28,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
40,1986,P,Dave Stewart,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1986,P,Michael Jackson,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1986,P,Rocky Childress,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1985,C,Ozzie Virgil,28,131,483,426,47,105,16,3,19,55,0,0,49,85,0.246,0.33,0.432,0.762,109,184,14,5,1,2,6,Right,No
2,1985,1B,Mike Schmidt,35,158,645,549,89,152,31,5,33,93,1,3,87,117,0.277,0.375,0.532,0.907,149,292,10,3,0,6,8,Right,No
3,1985,2B,Juan Samuel,24,161,709,663,101,175,31,13,19,74,53,19,33,141,0.264,0.303,0.436,0.739,102,289,8,6,2,5,2,Right,No
4,1985,SS,Steve Jeltz,26,89,228,196,17,37,4,1,0,12,1,1,26,55,0.189,0.283,0.219,0.502,41,43,6,0,5,1,4,Right,Yes
5,1985,3B,Rick Schu,23,112,457,416,54,105,21,4,7,24,8,6,38,78,0.252,0.318,0.373,0.691,91,155,7,2,1,0,3,Right,No
6,1985,LF,Jeff Stone,24,88,282,264,36,70,4,3,3,11,15,5,15,50,0.265,0.307,0.337,0.644,78,89,3,1,2,0,0,Left,No
7,1985,CF,Von Hayes,26,152,637,570,76,150,30,4,13,70,21,8,61,99,0.263,0.332,0.398,0.731,102,227,6,0,2,4,6,Left,No
8,1985,RF,Glenn Wilson,26,161,650,608,73,167,39,5,14,102,7,4,35,117,0.275,0.311,0.424,0.735,102,258,24,0,0,7,1,Right,No
9,1985,CF,Garry Maddox,35,105,236,218,22,52,8,1,4,23,4,2,13,26,0.239,0.281,0.339,0.62,71,74,4,1,1,3,2,Right,No
10,1985,LF,John Russell,24,81,234,216,22,47,12,0,9,23,2,0,18,72,0.218,0.278,0.398,0.676,85,86,5,0,0,0,0,Right,No
11,1985,1B,Tim Corcoran,32,103,219,182,11,39,6,1,0,22,0,0,29,20,0.214,0.312,0.258,0.57,60,47,6,0,1,7,4,Left,No
12,1985,LF,Greg Gross,32,93,205,169,21,44,5,2,0,14,1,0,32,9,0.26,0.374,0.314,0.688,93,53,5,0,2,2,1,Left,No
13,1985,SS,Luis Aguayo,26,91,200,165,27,46,7,3,6,21,1,0,22,26,0.279,0.378,0.467,0.844,133,77,7,6,4,3,5,Right,No
14,1985,SS,Tom Foley,25,46,171,158,17,42,8,0,3,17,1,3,13,18,0.266,0.322,0.373,0.695,92,59,2,0,0,0,7,Left,No
15,1985,C,Darren Daulton,23,36,119,103,14,21,3,1,4,11,3,0,16,37,0.204,0.311,0.369,0.68,88,38,1,0,0,0,0,Left,No
16,1985,SS,Derrel Thomas,34,63,103,92,16,19,2,0,4,12,2,0,11,14,0.207,0.291,0.359,0.65,79,33,3,0,0,0,1,Right,Yes
17,1985,C,Bo Díaz,32,26,82,76,9,16,5,1,2,16,0,0,6,7,0.211,0.268,0.382,0.65,78,29,5,0,0,0,0,Right,No
18,1985,UT,John Wockenfuss,36,32,45,37,1,6,0,0,0,2,0,0,8,7,0.162,0.311,0.162,0.473,35,6,3,0,0,0,1,Right,No
19,1985,1B,Alan Knicely,30,7,7,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
20,1985,IF,Kiko Garcia,31,4,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,1985,P,John Denny,32,33,88,81,2,10,1,0,0,4,2,0,4,19,0.123,0.165,0.136,0.301,-16,11,0,0,3,0,0,Right,No
22,1985,P,Kevin Gross,24,39,75,65,1,9,2,0,1,6,0,0,2,23,0.138,0.164,0.215,0.38,4,14,1,0,8,0,0,Right,No
23,1985,P,Shane Rawley,29,36,72,58,3,8,1,0,0,6,0,0,5,21,0.138,0.2,0.155,0.355,0,9,0,0,7,2,0,Right,No
24,1985,P,Charles Hudson,26,38,62,57,2,8,0,0,0,3,0,0,1,18,0.14,0.169,0.14,0.31,-13,8,1,1,3,0,0,Right,Yes
25,1985,P,Jerry Koosman,42,19,37,34,1,3,0,0,0,4,0,0,1,9,0.088,0.111,0.088,0.199,-44,3,2,0,1,1,0,Right,No
26,1985,P,Steve Carlton,40,16,31,28,2,5,1,0,0,3,0,0,1,8,0.179,0.2,0.214,0.414,15,6,1,0,1,1,0,Left,No
27,1985,P,Dave Rucker,27,41,14,12,2,4,1,0,0,0,0,0,1,5,0.333,0.385,0.417,0.801,122,5,0,0,1,0,0,Left,No
28,1985,P,Rocky Childress,23,16,8,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7,1,0,0,2,0,0,Right,No
29,1985,P,Larry Andersen,32,57,5,4,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
30,1985,P,Don Carman,25,71,4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
31,1985,P,Freddie Toliver,24,11,4,4,0,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,178,2,0,0,0,0,0,Right,No
32,1985,P,Dave Shipanoff,25,26,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1985,P,Kent Tekulve,38,58,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1985,P,Pat Zachry,33,10,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1985,P,Dave Stewart,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1985,P,Rich Surhoff,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1985,P,Al Holland,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1984,C,Ozzie Virgil,27,141,512,456,61,119,21,2,18,68,1,1,45,91,0.261,0.331,0.434,0.765,112,198,19,5,1,5,5,Right,No
2,1984,1B,Len Matuszek,29,101,309,262,40,65,17,1,12,43,4,3,39,54,0.248,0.35,0.458,0.808,124,120,7,4,0,4,4,Left,No
3,1984,2B,Juan Samuel,23,160,737,701,105,191,36,19,15,69,72,15,28,168,0.272,0.307,0.442,0.749,107,310,6,7,0,1,2,Right,No
4,1984,SS,Iván de Jesús,31,144,484,435,40,112,15,3,0,35,12,5,43,76,0.257,0.325,0.306,0.631,77,133,13,2,1,3,7,Right,No
5,1984,3B,Mike Schmidt,34,151,632,528,93,146,23,3,36,106,5,7,92,116,0.277,0.383,0.536,0.919,155,283,15,4,0,8,14,Right,No
6,1984,LF,Glenn Wilson,25,132,363,341,28,82,21,3,6,31,7,1,17,56,0.24,0.276,0.372,0.649,80,127,12,1,1,3,1,Right,No
7,1984,CF,Von Hayes,25,152,622,561,85,164,27,6,16,67,48,13,59,84,0.292,0.359,0.447,0.806,124,251,10,0,0,2,4,Left,No
8,1984,RF,Sixto Lezcano,30,109,294,256,36,71,6,2,14,40,0,1,38,43,0.277,0.371,0.48,0.851,136,123,11,0,0,0,1,Right,No
9,1984,CF,Garry Maddox,34,77,258,241,29,68,11,0,5,19,3,2,13,29,0.282,0.316,0.39,0.706,97,94,2,0,1,2,1,Right,No
10,1984,1B,Tim Corcoran,31,102,248,208,30,71,13,1,5,36,0,1,37,27,0.341,0.44,0.486,0.925,159,101,6,1,0,2,5,Left,No
11,1984,UT,Greg Gross,31,112,229,202,19,65,9,1,0,16,1,0,24,11,0.322,0.393,0.376,0.769,116,76,4,1,0,2,3,Left,No
12,1984,UT,John Wockenfuss,35,86,211,180,20,52,3,1,6,24,1,0,30,24,0.289,0.39,0.417,0.807,126,75,4,0,1,0,1,Right,No
13,1984,LF,Jeff Stone,23,51,199,185,27,67,4,6,1,15,27,5,9,26,0.362,0.394,0.465,0.859,139,86,2,2,1,2,0,Left,No
14,1984,RF,Joe Lefebvre,28,52,187,160,22,40,9,0,3,18,0,2,23,37,0.25,0.348,0.363,0.71,99,58,5,2,0,2,4,Left,No
15,1984,OF,John Russell,23,39,114,99,11,28,8,1,2,11,0,1,12,33,0.283,0.351,0.444,0.795,121,44,2,0,0,3,2,Right,No
16,1984,1B,Al Oliver,37,28,100,93,9,29,7,0,0,14,1,2,7,9,0.312,0.36,0.387,0.747,109,36,4,0,0,0,2,Left,No
17,1984,C,Bo Díaz,31,27,83,75,5,16,4,0,1,9,0,0,5,13,0.213,0.256,0.307,0.563,57,23,4,0,1,2,0,Right,No
18,1984,IF,Luis Aguayo,25,58,80,72,15,20,4,0,3,11,0,0,8,16,0.278,0.35,0.458,0.808,124,33,1,0,0,0,2,Right,No
19,1984,SS,Steve Jeltz,25,28,77,68,7,14,0,1,1,7,2,1,7,11,0.206,0.276,0.279,0.556,56,19,3,0,1,1,1,Right,Yes
20,1984,IF,Kiko Garcia,30,57,64,60,6,14,2,0,0,5,0,0,4,11,0.233,0.281,0.267,0.548,54,16,4,0,0,0,1,Right,No
21,1984,3B,Rick Schu,22,17,36,29,12,8,2,1,2,5,0,0,6,6,0.276,0.389,0.621,1.01,178,18,0,0,0,1,0,Right,No
